"country","year","yrcurnt","stanbs","DiElection"
"BZ",1999,4,1,"Not Election Year"
"BZ",2000,3,0,"Not Election Year"
"BZ",2001,2,0,"Not Election Year"
"BZ",2002,1,0,"Not Election Year"
"BZ",2003,0,0,"Election Year"
"BZ",2004,4,0,"Not Election Year"
"BZ",2005,3,0,"Not Election Year"
"BZ",2006,2,0,"Not Election Year"
"BZ",2007,1,0,"Not Election Year"
"BZ",2008,0,0,"Election Year"
"BZ",2009,4,1,"Not Election Year"
"BZ",2010,3,0,"Not Election Year"
"BZ",2011,2,0,"Not Election Year"
"BZ",2012,1,0,"Not Election Year"
"BO",1975,-999,NA,NA
"BO",1976,-999,0,NA
"BO",1977,-999,0,NA
"BO",1978,-999,0,NA
"BO",1979,0,1,"Election Year"
"BO",1980,3,1,"Not Election Year"
"BO",1981,-999,0.5,NA
"BO",1982,-999,1,NA
"BO",1983,3,1,"Not Election Year"
"BO",1984,2,0,"Not Election Year"
"BO",1985,0,0,"Election Year"
"BO",1986,3,0.333333343267441,"Not Election Year"
"BO",1987,2,0,"Not Election Year"
"BO",1988,1,0,"Not Election Year"
"BO",1989,0,0,"Election Year"
"BO",1990,3,0.5,"Not Election Year"
"BO",1991,2,0,"Not Election Year"
"BO",1992,1,0,"Not Election Year"
"BO",1993,0,0,"Election Year"
"BO",1994,3,0.666666686534882,"Not Election Year"
"BO",1995,2,0,"Not Election Year"
"BO",1996,1,0,"Not Election Year"
"BO",1997,0,0,"Election Year"
"BO",1998,3,0.5,"Not Election Year"
"BO",1999,2,0,"Not Election Year"
"BO",2000,1,0,"Not Election Year"
"BO",2001,0,0,"Election Year"
"BO",2002,3,0.5,"Not Election Year"
"BO",2003,3,0.5,"Not Election Year"
"BO",2004,2,0.333333343267441,"Not Election Year"
"BO",2005,1,0,"Not Election Year"
"BO",2006,4,0.666666686534882,"Not Election Year"
"BO",2007,3,0,"Not Election Year"
"BO",2008,2,0,"Not Election Year"
"BO",2009,1,0,"Not Election Year"
"BO",2010,3,0,"Not Election Year"
"BO",2011,NA,NA,NA
"BO",2012,NA,NA,NA
"BR",1975,4,NA,"Not Election Year"
"BR",1976,3,0,"Not Election Year"
"BR",1977,2,0,"Not Election Year"
"BR",1978,1,0,"Not Election Year"
"BR",1979,0,0,"Election Year"
"BR",1980,5,0.333333343267441,"Not Election Year"
"BR",1981,4,0,"Not Election Year"
"BR",1982,0,0,"Election Year"
"BR",1983,5,0.333333343267441,"Not Election Year"
"BR",1984,4,0,"Not Election Year"
"BR",1985,3,0,"Not Election Year"
"BR",1986,2,0.5,"Not Election Year"
"BR",1987,1,0,"Not Election Year"
"BR",1988,5,0,"Not Election Year"
"BR",1989,0,0,"Election Year"
"BR",1990,4,0.333333343267441,"Not Election Year"
"BR",1991,3,0.333333343267441,"Not Election Year"
"BR",1992,2,0,"Not Election Year"
"BR",1993,1,0.5,"Not Election Year"
"BR",1994,0,0,"Election Year"
"BR",1995,3,0.5,"Not Election Year"
"BR",1996,2,0,"Not Election Year"
"BR",1997,1,0,"Not Election Year"
"BR",1998,0,0,"Election Year"
"BR",1999,3,0.333333343267441,"Not Election Year"
"BR",2000,2,0,"Not Election Year"
"BR",2001,1,0,"Not Election Year"
"BR",2002,0,0,"Election Year"
"BR",2003,3,0.5,"Not Election Year"
"BR",2004,2,0,"Not Election Year"
"BR",2005,1,0,"Not Election Year"
"BR",2006,0,0,"Election Year"
"BR",2007,3,0.333333343267441,"Not Election Year"
"BR",2008,2,0,"Not Election Year"
"BR",2009,1,0,"Not Election Year"
"BR",2010,0,0,"Election Year"
"BR",2011,NA,NA,NA
"BR",2012,NA,NA,NA
"BB",1975,1,NA,"Not Election Year"
"BB",1976,0,0,"Election Year"
"BB",1977,4,1,"Not Election Year"
"BB",1978,3,0,"Not Election Year"
"BB",1979,2,0,"Not Election Year"
"BB",1980,1,0,"Not Election Year"
"BB",1981,0,0,"Election Year"
"BB",1982,4,0,"Not Election Year"
"BB",1983,3,0,"Not Election Year"
"BB",1984,2,0,"Not Election Year"
"BB",1985,1,0,"Not Election Year"
"BB",1986,0,0.5,"Election Year"
"BB",1987,4,1,"Not Election Year"
"BB",1988,3,0.5,"Not Election Year"
"BB",1989,2,0,"Not Election Year"
"BB",1990,1,0,"Not Election Year"
"BB",1991,0,0,"Election Year"
"BB",1992,4,0,"Not Election Year"
"BB",1993,3,0,"Not Election Year"
"BB",1994,0,0,"Election Year"
"BB",1995,4,1,"Not Election Year"
"BB",1996,3,0,"Not Election Year"
"BB",1997,2,0,"Not Election Year"
"BB",1998,1,0,"Not Election Year"
"BB",1999,0,0,"Election Year"
"BB",2000,3,0,"Not Election Year"
"BB",2001,2,0,"Not Election Year"
"BB",2002,1,0,"Not Election Year"
"BB",2003,0,0,"Election Year"
"BB",2004,4,0,"Not Election Year"
"BB",2005,3,0,"Not Election Year"
"BB",2006,2,0,"Not Election Year"
"BB",2007,1,0,"Not Election Year"
"BB",2008,0,0,"Election Year"
"BB",2009,4,1,"Not Election Year"
"BB",2010,3,0,"Not Election Year"
"BB",2011,2,0,"Not Election Year"
"BB",2012,1,0,"Not Election Year"
"BN",1975,-999,NA,NA
"BN",1976,-999,0,NA
"BN",1977,-999,0,NA
"BN",1978,-999,0,NA
"BN",1979,-999,0,NA
"BN",1980,-999,0,NA
"BN",1981,-999,0,NA
"BN",1982,-999,0,NA
"BN",1983,-999,0,NA
"BN",1984,-999,0,NA
"BN",1985,-999,0,NA
"BN",1986,-999,0,NA
"BN",1987,-999,0,NA
"BN",1988,-999,0,NA
"BN",1989,-999,0,NA
"BN",1990,-999,0,NA
"BN",1991,-999,0,NA
"BN",1992,-999,0,NA
"BN",1993,-999,0,NA
"BN",1994,-999,0,NA
"BN",1995,-999,0,NA
"BN",1996,-999,0,NA
"BN",1997,-999,0,NA
"BN",1998,-999,0,NA
"BN",1999,-999,0,NA
"BN",2000,-999,0,NA
"BN",2001,-999,0,NA
"BN",2002,-999,0,NA
"BN",2003,-999,0,NA
"BN",2004,-999,0,NA
"BN",2005,-999,0,NA
"BN",2006,-999,0,NA
"BN",2007,-999,0,NA
"BN",2008,-999,0,NA
"BN",2009,-999,0,NA
"BN",2010,-999,0,NA
"BN",2011,-999,0,NA
"BN",2012,-999,0,NA
"BT",1975,-999,NA,NA
"BT",1976,-999,0,NA
"BT",1977,-999,0,NA
"BT",1978,-999,0,NA
"BT",1979,-999,0,NA
"BT",1980,-999,0,NA
"BT",1981,-999,0,NA
"BT",1982,-999,0,NA
"BT",1983,-999,0,NA
"BT",1984,-999,0,NA
"BT",1985,-999,0,NA
"BT",1986,-999,0,NA
"BT",1987,-999,0,NA
"BT",1988,-999,0,NA
"BT",1989,-999,0,NA
"BT",1990,-999,0,NA
"BT",1991,-999,0,NA
"BT",1992,-999,0,NA
"BT",1993,-999,0,NA
"BT",1994,-999,0,NA
"BT",1995,-999,0,NA
"BT",1996,-999,0,NA
"BT",1997,-999,0,NA
"BT",1998,-999,0,NA
"BT",1999,-999,0,NA
"BT",2000,-999,0,NA
"BT",2001,-999,0,NA
"BT",2002,-999,0,NA
"BT",2003,-999,0,NA
"BT",2004,-999,0,NA
"BT",2005,-999,0,NA
"BT",2006,-999,0,NA
"BT",2007,-999,1,NA
"BT",2008,-999,0,NA
"BT",2009,-999,0,NA
"BT",2010,-999,0,NA
"BT",2011,-999,0,NA
"BT",2012,-999,0,NA
"BW",1975,4,NA,"Not Election Year"
"BW",1976,3,0,"Not Election Year"
"BW",1977,2,0,"Not Election Year"
"BW",1978,1,0,"Not Election Year"
"BW",1979,0,0,"Election Year"
"BW",1980,4,0,"Not Election Year"
"BW",1981,3,0.5,"Not Election Year"
"BW",1982,2,0,"Not Election Year"
"BW",1983,1,0,"Not Election Year"
"BW",1984,0,0,"Election Year"
"BW",1985,4,0,"Not Election Year"
"BW",1986,3,0,"Not Election Year"
"BW",1987,2,0,"Not Election Year"
"BW",1988,1,0,"Not Election Year"
"BW",1989,0,0,"Election Year"
"BW",1990,4,0,"Not Election Year"
"BW",1991,3,0,"Not Election Year"
"BW",1992,2,0,"Not Election Year"
"BW",1993,1,0,"Not Election Year"
"BW",1994,0,0,"Election Year"
"BW",1995,4,0,"Not Election Year"
"BW",1996,3,0,"Not Election Year"
"BW",1997,2,0,"Not Election Year"
"BW",1998,1,0,"Not Election Year"
"BW",1999,0,0.5,"Election Year"
"BW",2000,4,0,"Not Election Year"
"BW",2001,3,0,"Not Election Year"
"BW",2002,2,0,"Not Election Year"
"BW",2003,1,0,"Not Election Year"
"BW",2004,0,0,"Election Year"
"BW",2005,4,0,"Not Election Year"
"BW",2006,3,0,"Not Election Year"
"BW",2007,2,0,"Not Election Year"
"BW",2008,1,0,"Not Election Year"
"BW",2009,0,0.5,"Election Year"
"BW",2010,4,0,"Not Election Year"
"BW",2011,3,0,"Not Election Year"
"BW",2012,2,0,"Not Election Year"
"CA",1975,4,NA,"Not Election Year"
"CA",1976,3,0,"Not Election Year"
"CA",1977,2,0,"Not Election Year"
"CA",1978,1,0,"Not Election Year"
"CA",1979,0,0,"Election Year"
"CA",1980,4,1,"Not Election Year"
"CA",1981,4,0.666666686534882,"Not Election Year"
"CA",1982,3,0,"Not Election Year"
"CA",1983,2,0,"Not Election Year"
"CA",1984,1,0,"Not Election Year"
"CA",1985,4,1,"Not Election Year"
"CA",1986,3,0,"Not Election Year"
"CA",1987,2,0,"Not Election Year"
"CA",1988,1,0,"Not Election Year"
"CA",1989,4,0,"Not Election Year"
"CA",1990,3,0,"Not Election Year"
"CA",1991,2,0,"Not Election Year"
"CA",1992,1,0,"Not Election Year"
"CA",1993,0,0,"Election Year"
"CA",1994,3,1,"Not Election Year"
"CA",1995,2,0,"Not Election Year"
"CA",1996,1,0,"Not Election Year"
"CA",1997,0,0,"Election Year"
"CA",1998,3,0,"Not Election Year"
"CA",1999,2,0,"Not Election Year"
"CA",2000,1,0,"Not Election Year"
"CA",2001,3,0,"Not Election Year"
"CA",2002,2,0,"Not Election Year"
"CA",2003,1,0.5,"Not Election Year"
"CA",2004,0,0,"Election Year"
"CA",2005,3,0,"Not Election Year"
"CA",2006,2,0,"Not Election Year"
"CA",2007,3,0.666666686534882,"Not Election Year"
"CA",2008,2,0,"Not Election Year"
"CA",2009,3,0,"Not Election Year"
"CA",2010,2,0,"Not Election Year"
"CA",2011,1,0,"Not Election Year"
"CA",2012,3,0.333333343267441,"Not Election Year"
"CH",1975,0,NA,"Election Year"
"CH",1976,3,0,"Not Election Year"
"CH",1977,2,0,"Not Election Year"
"CH",1978,1,0,"Not Election Year"
"CH",1979,0,0.25,"Election Year"
"CH",1980,3,0,"Not Election Year"
"CH",1981,2,0,"Not Election Year"
"CH",1982,1,0,"Not Election Year"
"CH",1983,0,0.25,"Election Year"
"CH",1984,3,0,"Not Election Year"
"CH",1985,2,0,"Not Election Year"
"CH",1986,1,0,"Not Election Year"
"CH",1987,0,0.25,"Election Year"
"CH",1988,3,0,"Not Election Year"
"CH",1989,2,0,"Not Election Year"
"CH",1990,1,0,"Not Election Year"
"CH",1991,0,0.25,"Election Year"
"CH",1992,3,0,"Not Election Year"
"CH",1993,2,0,"Not Election Year"
"CH",1994,1,0,"Not Election Year"
"CH",1995,0,0.25,"Election Year"
"CH",1996,3,0,"Not Election Year"
"CH",1997,2,0,"Not Election Year"
"CH",1998,1,0,"Not Election Year"
"CH",1999,0,0.25,"Election Year"
"CH",2000,3,0,"Not Election Year"
"CH",2001,2,0,"Not Election Year"
"CH",2002,1,0,"Not Election Year"
"CH",2003,0,0,"Election Year"
"CH",2004,3,0.5,"Not Election Year"
"CH",2005,2,0,"Not Election Year"
"CH",2006,1,0,"Not Election Year"
"CH",2007,0,0,"Election Year"
"CH",2008,3,0.25,"Not Election Year"
"CH",2009,2,0,"Not Election Year"
"CH",2010,1,0,"Not Election Year"
"CH",2011,0,0,"Election Year"
"CH",2012,3,0.25,"Not Election Year"
"CL",1975,-999,NA,NA
"CL",1976,-999,0,NA
"CL",1977,-999,0,NA
"CL",1978,-999,0,NA
"CL",1979,-999,0,NA
"CL",1980,-999,0,NA
"CL",1981,7,0,"Not Election Year"
"CL",1982,6,0,"Not Election Year"
"CL",1983,5,0,"Not Election Year"
"CL",1984,4,0,"Not Election Year"
"CL",1985,3,0,"Not Election Year"
"CL",1986,2,0,"Not Election Year"
"CL",1987,1,0,"Not Election Year"
"CL",1988,1,0,"Not Election Year"
"CL",1989,0,0,"Election Year"
"CL",1990,3,1,"Not Election Year"
"CL",1991,2,0,"Not Election Year"
"CL",1992,1,0,"Not Election Year"
"CL",1993,0,0,"Election Year"
"CL",1994,5,0.5,"Not Election Year"
"CL",1995,4,0,"Not Election Year"
"CL",1996,3,0,"Not Election Year"
"CL",1997,2,0,"Not Election Year"
"CL",1998,1,0,"Not Election Year"
"CL",1999,0,0,"Election Year"
"CL",2000,5,0.5,"Not Election Year"
"CL",2001,4,0,"Not Election Year"
"CL",2002,3,0.5,"Not Election Year"
"CL",2003,2,0,"Not Election Year"
"CL",2004,1,0,"Not Election Year"
"CL",2005,0,0,"Election Year"
"CL",2006,3,1,"Not Election Year"
"CL",2007,2,0,"Not Election Year"
"CL",2008,1,0,"Not Election Year"
"CL",2009,0,0,"Election Year"
"CL",2010,3,1,"Not Election Year"
"CL",2011,3,0.333333343267441,"Not Election Year"
"CL",2012,2,0,"Not Election Year"
"CI",1975,0,NA,"Election Year"
"CI",1976,4,0,"Not Election Year"
"CI",1977,3,0,"Not Election Year"
"CI",1978,2,0,"Not Election Year"
"CI",1979,1,0,"Not Election Year"
"CI",1980,0,0,"Election Year"
"CI",1981,4,0,"Not Election Year"
"CI",1982,3,0,"Not Election Year"
"CI",1983,2,0,"Not Election Year"
"CI",1984,1,0,"Not Election Year"
"CI",1985,0,0,"Election Year"
"CI",1986,4,0,"Not Election Year"
"CI",1987,3,0,"Not Election Year"
"CI",1988,2,0,"Not Election Year"
"CI",1989,1,0,"Not Election Year"
"CI",1990,0,0,"Election Year"
"CI",1991,4,0,"Not Election Year"
"CI",1992,3,0,"Not Election Year"
"CI",1993,2,0,"Not Election Year"
"CI",1994,1,0.333333343267441,"Not Election Year"
"CI",1995,0,0,"Election Year"
"CI",1996,4,0,"Not Election Year"
"CI",1997,3,0,"Not Election Year"
"CI",1998,2,0,"Not Election Year"
"CI",1999,1,0,"Not Election Year"
"CI",2000,-999,0.666666686534882,NA
"CI",2001,4,0.5,"Not Election Year"
"CI",2002,3,0,"Not Election Year"
"CI",2003,2,0,"Not Election Year"
"CI",2004,1,0,"Not Election Year"
"CI",2005,1,0,"Not Election Year"
"CI",2006,0,0,"Election Year"
"CI",2007,0,0,"Election Year"
"CI",2008,0,0,"Election Year"
"CI",2009,0,0,"Election Year"
"CI",2010,0,0,"Election Year"
"CI",2011,4,0.5,"Not Election Year"
"CI",2012,3,0,"Not Election Year"
"CM",1975,0,NA,"Election Year"
"CM",1976,4,0,"Not Election Year"
"CM",1977,3,0,"Not Election Year"
"CM",1978,2,0,"Not Election Year"
"CM",1979,1,0,"Not Election Year"
"CM",1980,0,0,"Election Year"
"CM",1981,4,0,"Not Election Year"
"CM",1982,3,0,"Not Election Year"
"CM",1983,2,1,"Not Election Year"
"CM",1984,0,0,"Election Year"
"CM",1985,4,0,"Not Election Year"
"CM",1986,3,0,"Not Election Year"
"CM",1987,2,0,"Not Election Year"
"CM",1988,0,0,"Election Year"
"CM",1989,4,0,"Not Election Year"
"CM",1990,3,0,"Not Election Year"
"CM",1991,2,0,"Not Election Year"
"CM",1992,0,0,"Election Year"
"CM",1993,4,0,"Not Election Year"
"CM",1994,3,0,"Not Election Year"
"CM",1995,2,0,"Not Election Year"
"CM",1996,1,0,"Not Election Year"
"CM",1997,0,0,"Election Year"
"CM",1998,6,0,"Not Election Year"
"CM",1999,5,0,"Not Election Year"
"CM",2000,4,0,"Not Election Year"
"CM",2001,3,0,"Not Election Year"
"CM",2002,2,0,"Not Election Year"
"CM",2003,1,0.333333343267441,"Not Election Year"
"CM",2004,0,0,"Election Year"
"CM",2005,6,0,"Not Election Year"
"CM",2006,5,0,"Not Election Year"
"CM",2007,4,NA,"Not Election Year"
"CM",2008,3,NA,"Not Election Year"
"CM",2009,2,0,"Not Election Year"
"CM",2010,1,0,"Not Election Year"
"CM",2011,0,0,"Election Year"
"CM",2012,6,0,"Not Election Year"
"CG",1975,-999,NA,NA
"CG",1976,-999,0,NA
"CG",1977,-999,0,NA
"CG",1978,-999,1,NA
"CG",1979,-999,0,NA
"CG",1980,4,1,"Not Election Year"
"CG",1981,3,0,"Not Election Year"
"CG",1982,2,0,"Not Election Year"
"CG",1983,1,0,"Not Election Year"
"CG",1984,0,0,"Election Year"
"CG",1985,4,0,"Not Election Year"
"CG",1986,3,0,"Not Election Year"
"CG",1987,2,0,"Not Election Year"
"CG",1988,1,0,"Not Election Year"
"CG",1989,0,0,"Election Year"
"CG",1990,4,0,"Not Election Year"
"CG",1991,3,0,"Not Election Year"
"CG",1992,0,0,"Election Year"
"CG",1993,4,1,"Not Election Year"
"CG",1994,3,0,"Not Election Year"
"CG",1995,2,0,"Not Election Year"
"CG",1996,1,0,"Not Election Year"
"CG",1997,1,0,"Not Election Year"
"CG",1998,-999,0.5,NA
"CG",1999,-999,0,NA
"CG",2000,-999,0,NA
"CG",2001,-999,0,NA
"CG",2002,-999,0,NA
"CG",2003,6,0,"Not Election Year"
"CG",2004,5,0,"Not Election Year"
"CG",2005,4,0,"Not Election Year"
"CG",2006,3,0,"Not Election Year"
"CG",2007,2,0,"Not Election Year"
"CG",2008,1,0,"Not Election Year"
"CG",2009,0,0,"Election Year"
"CG",2010,6,0,"Not Election Year"
"CG",2011,6,0,"Not Election Year"
"CG",2012,6,0,"Not Election Year"
"CO",1975,3,NA,"Not Election Year"
"CO",1976,2,0,"Not Election Year"
"CO",1977,1,0,"Not Election Year"
"CO",1978,0,0,"Election Year"
"CO",1979,3,1,"Not Election Year"
"CO",1980,2,0,"Not Election Year"
"CO",1981,1,0,"Not Election Year"
"CO",1982,0,0,"Election Year"
"CO",1983,3,1,"Not Election Year"
"CO",1984,2,0,"Not Election Year"
"CO",1985,1,0,"Not Election Year"
"CO",1986,0,0,"Election Year"
"CO",1987,3,1,"Not Election Year"
"CO",1988,2,0,"Not Election Year"
"CO",1989,1,0,"Not Election Year"
"CO",1990,0,0,"Election Year"
"CO",1991,3,1,"Not Election Year"
"CO",1992,2,0,"Not Election Year"
"CO",1993,1,0,"Not Election Year"
"CO",1994,0,0,"Election Year"
"CO",1995,3,1,"Not Election Year"
"CO",1996,2,0,"Not Election Year"
"CO",1997,1,0,"Not Election Year"
"CO",1998,0,0,"Election Year"
"CO",1999,3,1,"Not Election Year"
"CO",2000,2,0,"Not Election Year"
"CO",2001,1,0,"Not Election Year"
"CO",2002,0,0,"Election Year"
"CO",2003,3,0.333333343267441,"Not Election Year"
"CO",2004,2,0,"Not Election Year"
"CO",2005,1,0,"Not Election Year"
"CO",2006,0,0,"Election Year"
"CO",2007,3,0,"Not Election Year"
"CO",2008,2,0,"Not Election Year"
"CO",2009,1,0,"Not Election Year"
"CO",2010,0,0,"Election Year"
"CO",2011,3,0.5,"Not Election Year"
"CO",2012,2,0,"Not Election Year"
"KM",1975,-999,NA,NA
"KM",1976,-999,-999,NA
"KM",1977,-999,0,NA
"KM",1978,-999,0,NA
"KM",1979,5,1,"Not Election Year"
"KM",1980,4,0,"Not Election Year"
"KM",1981,3,0,"Not Election Year"
"KM",1982,2,0,"Not Election Year"
"KM",1983,1,0,"Not Election Year"
"KM",1984,0,0,"Election Year"
"KM",1985,5,0,"Not Election Year"
"KM",1986,4,0,"Not Election Year"
"KM",1987,3,0,"Not Election Year"
"KM",1988,2,0,"Not Election Year"
"KM",1989,1,0,"Not Election Year"
"KM",1990,0,0,"Election Year"
"KM",1991,5,0.333333343267441,"Not Election Year"
"KM",1992,4,0,"Not Election Year"
"KM",1993,3,NA,"Not Election Year"
"KM",1994,2,NA,"Not Election Year"
"KM",1995,1,0,"Not Election Year"
"KM",1996,0,0,"Election Year"
"KM",1997,5,0.333333343267441,"Not Election Year"
"KM",1998,4,0,"Not Election Year"
"KM",1999,3,0,"Not Election Year"
"KM",2000,5,0.666666686534882,"Not Election Year"
"KM",2001,4,0,"Not Election Year"
"KM",2002,0,0,"Election Year"
"KM",2003,3,0,"Not Election Year"
"KM",2004,2,0,"Not Election Year"
"KM",2005,1,0,"Not Election Year"
"KM",2006,0,0,"Election Year"
"KM",2007,3,0.5,"Not Election Year"
"KM",2008,2,0,"Not Election Year"
"KM",2009,1,0,"Not Election Year"
"KM",2010,0,0,"Election Year"
"KM",2011,0,0,"Election Year"
"KM",2012,0,0,"Election Year"
"CV",1975,-999,NA,NA
"CV",1976,-999,-999,NA
"CV",1977,-999,0,NA
"CV",1978,-999,0,NA
"CV",1979,-999,0,NA
"CV",1980,-999,0,NA
"CV",1981,-999,0,NA
"CV",1982,4,0,"Not Election Year"
"CV",1983,3,0,"Not Election Year"
"CV",1984,2,0,"Not Election Year"
"CV",1985,0,0,"Election Year"
"CV",1986,4,0,"Not Election Year"
"CV",1987,3,0,"Not Election Year"
"CV",1988,2,0,"Not Election Year"
"CV",1989,1,0,"Not Election Year"
"CV",1990,4,0,"Not Election Year"
"CV",1991,0,0,"Election Year"
"CV",1992,4,1,"Not Election Year"
"CV",1993,3,0,"Not Election Year"
"CV",1994,2,0,"Not Election Year"
"CV",1995,1,0,"Not Election Year"
"CV",1996,0,0,"Election Year"
"CV",1997,4,0,"Not Election Year"
"CV",1998,3,0,"Not Election Year"
"CV",1999,2,0,"Not Election Year"
"CV",2000,1,0,"Not Election Year"
"CV",2001,0,0,"Election Year"
"CV",2002,4,0.666666686534882,"Not Election Year"
"CV",2003,3,0,"Not Election Year"
"CV",2004,2,0,"Not Election Year"
"CV",2005,1,0,"Not Election Year"
"CV",2006,0,0,"Election Year"
"CV",2007,4,0,"Not Election Year"
"CV",2008,3,0,"Not Election Year"
"CV",2009,2,0,"Not Election Year"
"CV",2010,1,0,"Not Election Year"
"CV",2011,0,0,"Election Year"
"CV",2012,4,0.333333343267441,"Not Election Year"
"CR",1975,3,NA,"Not Election Year"
"CR",1976,2,0,"Not Election Year"
"CR",1977,1,0,"Not Election Year"
"CR",1978,0,0,"Election Year"
"CR",1979,3,0.666666686534882,"Not Election Year"
"CR",1980,2,0,"Not Election Year"
"CR",1981,1,0,"Not Election Year"
"CR",1982,0,0,"Election Year"
"CR",1983,3,0.666666686534882,"Not Election Year"
"CR",1984,2,0,"Not Election Year"
"CR",1985,1,0,"Not Election Year"
"CR",1986,0,0,"Election Year"
"CR",1987,3,1,"Not Election Year"
"CR",1988,2,0,"Not Election Year"
"CR",1989,1,0,"Not Election Year"
"CR",1990,0,0,"Election Year"
"CR",1991,3,1,"Not Election Year"
"CR",1992,2,0,"Not Election Year"
"CR",1993,1,0,"Not Election Year"
"CR",1994,0,0,"Election Year"
"CR",1995,3,1,"Not Election Year"
"CR",1996,2,0,"Not Election Year"
"CR",1997,1,0,"Not Election Year"
"CR",1998,0,0,"Election Year"
"CR",1999,3,0.666666686534882,"Not Election Year"
"CR",2000,2,0,"Not Election Year"
"CR",2001,1,0,"Not Election Year"
"CR",2002,0,0,"Election Year"
"CR",2003,3,0.333333343267441,"Not Election Year"
"CR",2004,2,0,"Not Election Year"
"CR",2005,1,0,"Not Election Year"
"CR",2006,0,0,"Election Year"
"CR",2007,3,0.333333343267441,"Not Election Year"
"CR",2008,2,0,"Not Election Year"
"CR",2009,1,0,"Not Election Year"
"CR",2010,0,0,"Election Year"
"CR",2011,3,0.5,"Not Election Year"
"CR",2012,2,0,"Not Election Year"
"CZ",1975,-999,NA,NA
"CZ",1976,-999,0,NA
"CZ",1977,4,0,"Not Election Year"
"CZ",1978,3,0,"Not Election Year"
"CZ",1979,2,0,"Not Election Year"
"CZ",1980,1,0,"Not Election Year"
"CZ",1981,0,0,"Election Year"
"CZ",1982,4,0,"Not Election Year"
"CZ",1983,3,0,"Not Election Year"
"CZ",1984,2,0,"Not Election Year"
"CZ",1985,1,0,"Not Election Year"
"CZ",1986,0,0,"Election Year"
"CZ",1987,4,0,"Not Election Year"
"CZ",1988,3,0,"Not Election Year"
"CZ",1989,2,0,"Not Election Year"
"CZ",1990,0,0,"Election Year"
"CU",1975,-999,NA,NA
"CU",1976,0,0,"Election Year"
"CU",1977,4,0,"Not Election Year"
"CU",1978,3,0,"Not Election Year"
"CU",1979,2,0,"Not Election Year"
"CU",1980,1,0,"Not Election Year"
"CU",1981,0,0,"Election Year"
"CU",1982,4,0,"Not Election Year"
"CU",1983,3,0,"Not Election Year"
"CU",1984,2,0,"Not Election Year"
"CU",1985,1,0,"Not Election Year"
"CU",1986,0,0,"Election Year"
"CU",1987,4,0,"Not Election Year"
"CU",1988,3,0,"Not Election Year"
"CU",1989,2,0,"Not Election Year"
"CU",1990,1,0,"Not Election Year"
"CU",1991,0,0,"Election Year"
"CU",1992,4,0,"Not Election Year"
"CU",1993,0,0,"Election Year"
"CU",1994,4,0,"Not Election Year"
"CU",1995,3,0,"Not Election Year"
"CU",1996,2,0,"Not Election Year"
"CU",1997,1,0,"Not Election Year"
"CU",1998,0,0,"Election Year"
"CU",1999,4,0,"Not Election Year"
"CU",2000,3,0,"Not Election Year"
"CU",2001,2,0,"Not Election Year"
"CU",2002,1,0,"Not Election Year"
"CU",2003,0,0,"Election Year"
"CU",2004,4,0,"Not Election Year"
"CU",2005,3,0,"Not Election Year"
"CU",2006,2,0,"Not Election Year"
"CU",2007,1,1,"Not Election Year"
"CU",2008,0,0,"Election Year"
"CU",2009,4,0,"Not Election Year"
"CU",2010,3,0,"Not Election Year"
"CU",2011,2,0,"Not Election Year"
"CU",2012,1,0,"Not Election Year"
"CY",1975,-999,NA,NA
"CY",1976,-999,NA,NA
"CY",1977,-999,NA,NA
"CY",1978,4,0.333333343267441,"Not Election Year"
"CY",1979,3,0,"Not Election Year"
"CY",1980,2,0,"Not Election Year"
"CY",1981,1,0,"Not Election Year"
"CY",1982,1,0.333333343267441,"Not Election Year"
"CY",1983,0,0,"Election Year"
"CY",1984,4,0,"Not Election Year"
"CY",1985,3,0,"Not Election Year"
"CY",1986,2,0,"Not Election Year"
"CY",1987,1,0,"Not Election Year"
"CY",1988,0,0,"Election Year"
"CY",1989,4,0.5,"Not Election Year"
"CY",1990,3,0,"Not Election Year"
"CY",1991,2,0,"Not Election Year"
"CY",1992,1,0,"Not Election Year"
"CY",1993,0,0,"Election Year"
"CY",1994,4,0.5,"Not Election Year"
"CY",1995,3,0,"Not Election Year"
"CY",1996,2,0,"Not Election Year"
"CY",1997,1,0,"Not Election Year"
"CY",1998,0,0,"Election Year"
"CY",1999,4,0,"Not Election Year"
"CY",2000,3,0,"Not Election Year"
"CY",2001,2,0,"Not Election Year"
"CY",2002,1,0,"Not Election Year"
"CY",2003,0,0,"Election Year"
"CY",2004,4,0.666666686534882,"Not Election Year"
"CY",2005,3,0,"Not Election Year"
"CY",2006,2,0,"Not Election Year"
"CY",2007,1,0,"Not Election Year"
"CY",2008,0,0,"Election Year"
"CY",2009,4,0.5,"Not Election Year"
"CY",2010,3,0,"Not Election Year"
